"NIT","RAZÓN SOCIAL","SUPERVISOR","REGIÓN","DEPARTAMENTO DOMICILIO","CIUDAD DOMICILIO","CIIU","MACROSECTOR","INGRESOS OPERACIONALES","GANANCIA (PÉRDIDA)","TOTAL ACTIVOS","TOTAL PASIVOS","TOTAL PATRIMONIO","Año de Corte"
"891,411,381","LABORATORIO CLINICO PATOLOGICO LOPEZ CORREA S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,691","SERVICIOS","$0.02","$0.00","$0.02","$0.01","$0.00","2,022"
"816,000,586","INVERSIONES BOTERO VELEZ S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,810","SERVICIOS","$0.02","$0.02","$0.08","$0.02","$0.06","2,022"
"891,409,088","AYCO LIMITADA. EN REORGANIZACIÓN","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","3,091","MANUFACTURA","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"900,456,160","LACASSINE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,511","SERVICIOS","$0.02","$0.01","$0.04","$0.01","$0.03","2,022"
"800,224,617","FERREINOX S.A.S. BIC","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.02","$0.00","$0.01","$0.01","$0.00","2,022"
"900,583,550","CORRUGADOS DE RISARALDA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,702","MANUFACTURA","$0.02","$0.00","$0.02","$0.01","$0.00","2,022"
"891,412,809","SUMINISTROS ELECTRICOS E INDUSTRIALES SUMILEC S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,652","COMERCIO","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"900,256,495","PLANTA Y FRIGORIFICO DEL OTUN, FRIGOTUN S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","162","AGROPECUARIO","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"805,013,094","MASERVINOX S.A.S. MANTENIMIENTO SERVICIOS INOXIDABLES","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,754","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
"900,228,767","GRUPO EMPRESARIAL DINAMICA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,910","SERVICIOS","$0.02","$0.00","$0.04","$0.01","$0.03","2,022"
"816,008,314","CONFETEX DE COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,410","MANUFACTURA","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"891,401,643","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO","SUPERSALUD","EJE CAFETERO","RISARALDA","LA VIRGINIA","8,610","SERVICIOS","$0.02","-$0.01","$0.03","$0.02","$0.01","2,022"
"900,066,708","INVERSIONES YM S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,810","SERVICIOS","$0.02","-$0.01","$0.37","$0.23","$0.14","2,022"
"900,869,530","COMPROCAMPO","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,899","SERVICIOS","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
"900,131,528","INDUSTRIA DE PINTURAS Y PARTES METALMECANICAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,592","MANUFACTURA","$0.02","-$0.00","$0.01","$0.01","-$0.00","2,022"
"816,007,746","FAM S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","5,590","SERVICIOS","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"800,189,984","IMÁGENES DIAGNOSTICAS S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,691","SERVICIOS","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"800,123,057","EL ARQUITECTO MATERIALES PARA CONSTRUCCIÓN S.AE","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
"816,008,443","COMERCIAL DE LICORES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,632","COMERCIO","$0.02","$0.00","$0.01","$0.01","$0.00","2,022"
"891,480,036","E.S.E. HOSPITAL SAN VICENTE DE PAUL","SUPERSALUD","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","8,610","SERVICIOS","$0.02","-$0.00","$0.03","$0.01","$0.02","2,022"
"900,986,387","ON OFF SOLUCIONES EN LINEA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,201","SERVICIOS","$0.02","-$0.00","$0.02","$0.02","$0.00","2,022"
"891,410,059","PASTELERIA LUCERNA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,081","MANUFACTURA","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
"900,555,413","SEGURIDAD ACIN LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.02","$0.00","$0.01","$0.01","$0.00","2,022"
"900,555,619","SURTIFACIL PEREIRA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.02","$0.00","$0.00","$0.00","$0.00","2,022"
"900,311,215","ZONA FRANCA INTERNACIONAL DE PEREIRA S.A.S. - USUARIO OPERADOR DE ZONAS FRANCAS","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","7,020","SERVICIOS","$0.02","-$0.00","$0.02","$0.01","$0.01","2,022"
"900,325,551","Q-BICA CONSTRUCTORA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,111","CONSTRUCCIÓN","$0.02","$0.00","$0.04","$0.03","$0.00","2,022"
"900,353,668","EMPRESA DE SERVICIOS TEMPORALES TEMPOEFICAZ S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","7,820","SERVICIOS","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
"900,397,331","BODEGAS ILUSION S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,769","COMERCIO","$0.02","$0.00","$0.00","$0.00","$0.00","2,022"
"900,988,581","GRUPO ACCION CONSULTORES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,690","COMERCIO","$0.02","$0.00","$0.04","$0.04","$0.00","2,022"
"900,093,635","SUPERMERCADOS LA 29 S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.02","$0.00","$0.00","$0.00","$0.00","2,022"
"816,007,300","CONSTRUCCIONES EL CAIRO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","811","MINERO","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"800,058,709","GRUPO LOPERA INGENIERO S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","7,112","SERVICIOS","$0.02","$0.00","$0.01","$0.00","$0.01","2,022"
"816,000,975","FLEXCO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,221","MANUFACTURA","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"800,084,227","SERVIMERCADEO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,329","CONSTRUCCIÓN","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
"900,701,630","IMPOINTER S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,690","COMERCIO","$0.02","$0.00","$0.02","$0.01","$0.01","2,022"
"891,408,635","INDUSTRIAS ZENNER S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,229","MANUFACTURA","$0.02","-$0.00","$0.02","$0.01","$0.01","2,022"
"900,362,633","COORDINAR SEGURIDAD Y COMPANIA LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.02","$0.00","$0.00","$0.00","$0.00","2,022"
"900,292,786","DONUCAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,081","MANUFACTURA","$0.02","$0.00","$0.01","$0.00","$0.00","2,022"
"816,005,306","SAYONARA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,612","SERVICIOS","$0.02","-$0.00","$0.00","$0.00","$0.00","2,022"
"900,407,915","CONSOLIDANDO SUEÑOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,612","SERVICIOS","$0.02","$0.00","$0.00","$0.00","$0.00","2,022"
"900,771,011","AGROPECUARIA BAMBUSA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","161","AGROPECUARIO","$0.02","$0.00","$0.07","$0.04","$0.03","2,022"
"800,050,903","NESTOR BRAVO S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,752","COMERCIO","$0.02","$0.00","$0.01","$0.00","$0.01","2,022"
"816,001,182","AUDIFARMA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,645","COMERCIO","$2.93","$0.04","$1.92","$1.67","$0.25","2,021"
"891,410,137","SUZUKI MOTOR DE COLOMBIA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","3,091","MANUFACTURA","$0.65","$0.04","$0.57","$0.07","$0.50","2,021"
"891,400,378","PAPELES NACIONALES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,709","MANUFACTURA","$0.61","-$0.00","$0.70","$0.45","$0.25","2,021"
"891,408,584","FRISBY S.A. BIC","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","5,612","SERVICIOS","$0.53","$0.04","$0.37","$0.27","$0.10","2,021"
"900,737,989","BEMOVIL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,190","SERVICIOS","$0.48","$0.00","$0.01","$0.01","$0.00","2,021"
"891,401,705","INGENIO RISARALDA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,071","MANUFACTURA","$0.44","$0.04","$0.52","$0.27","$0.25","2,021"
"891,409,291","EVE DISTRIBUCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,645","COMERCIO","$0.35","$0.01","$0.28","$0.17","$0.11","2,021"
"800,121,199","HIERROS HB S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,663","COMERCIO","$0.33","$0.04","$0.12","$0.06","$0.06","2,021"
"900,878,893","NEOCARS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.31","-$0.06","$0.13","$0.25","-$0.13","2,021"
"900,481,902","COMERCIALIZADORA FRESMAR S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,631","COMERCIO","$0.28","$0.01","$0.11","$0.07","$0.03","2,021"
"900,103,833","CI METALES LA UNION S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,665","COMERCIO","$0.27","$0.01","$0.05","$0.01","$0.03","2,021"
"900,579,611","CONSUMER ELECTRONICS GROUP S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,640","COMERCIO","$0.24","$0.00","$0.20","$0.19","$0.02","2,021"
"900,342,064","SOCIEDAD COMERCIALIZADORA DE INSUMOS Y SERVICIOS MÉDICOS S.A.S.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.21","$0.01","$0.24","$0.10","$0.13","2,021"
"891,480,000","CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,699","SERVICIOS","$0.20","$0.00","$0.16","$0.06","$0.10","2,021"
"900,448,470","HIERROS DE OCCIDENTE FERRETERIAS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,663","COMERCIO","$0.20","$0.01","$0.06","$0.03","$0.02","2,021"
"891,401,711","INDUSTRIAS ELECTROMECANICAS MAGNETRON S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,711","MANUFACTURA","$0.18","$0.01","$0.19","$0.15","$0.05","2,021"
"816,006,799","BUSSCAR DE COLOMBIA S.A.S. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,920","MANUFACTURA","$0.18","-$0.01","$0.17","$0.11","$0.06","2,021"
"800,231,235","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.16","$0.00","$0.23","$0.07","$0.15","2,021"
"800,128,680","REENCAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,530","COMERCIO","$0.15","$0.01","$0.09","$0.05","$0.04","2,021"
"891,400,754","C Y P DEL R S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,709","MANUFACTURA","$0.14","$0.00","$0.15","$0.09","$0.06","2,021"
"816,003,186","COMERCIALIZADORA HOMAZ S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.14","$0.00","$0.08","$0.03","$0.05","2,021"
"819,006,966","MEDIA COMMERCE PARTNERS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,110","SERVICIOS","$0.13","$0.01","$0.31","$0.20","$0.11","2,021"
"900,464,876","ALTAMIRA SUPREMO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,061","MANUFACTURA","$0.13","$0.00","$0.03","$0.02","$0.01","2,021"
"900,502,040","CAFEZAM S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,061","MANUFACTURA","$0.13","$0.00","$0.04","$0.03","$0.01","2,021"
"891,409,981","CLINICA LOS ROSALES S.A.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,610","SERVICIOS","$0.12","-$0.01","$0.14","$0.10","$0.04","2,021"
"800,037,835","COMERCIALIZADORA LA BONANZA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,711","COMERCIO","$0.12","$0.00","$0.02","$0.01","$0.02","2,021"
"800,122,420","COYTEX S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,410","MANUFACTURA","$0.12","$0.00","$0.09","$0.07","$0.02","2,021"
"891,410,182","CAFE Y COMPAÑIA S.A.S. CAFE&CO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,062","MANUFACTURA","$0.12","$0.00","$0.03","$0.01","$0.03","2,021"
"900,799,976","AVOFRUIT S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,631","COMERCIO","$0.12","$0.00","$0.09","$0.08","$0.00","2,021"
"900,816,822","ACCEDO COLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,220","SERVICIOS","$0.11","$0.00","$0.06","$0.05","$0.01","2,021"
"890,900,265","COATS CADENA ANDINA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,311","MANUFACTURA","$0.10","$0.01","$0.06","$0.03","$0.03","2,021"
"816,007,754","EMPRENDER S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.10","$0.00","$0.03","$0.02","$0.02","2,021"
"800,115,720","RG DISTRIBUCIONES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,663","COMERCIO","$0.09","$0.01","$0.05","$0.02","$0.03","2,021"
"800,135,342","LAGOBO DISTRIBUCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,754","COMERCIO","$0.09","$0.00","$0.10","$0.07","$0.03","2,021"
"816,001,249","ASUL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.09","$0.01","$0.13","$0.09","$0.04","2,021"
"800,005,423","DE MODA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,771","COMERCIO","$0.09","$0.00","$0.04","$0.02","$0.01","2,021"
"890,800,100","CALDAS MOTOR S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.08","$0.00","$0.03","$0.01","$0.02","2,021"
"816,008,774","METALES Y MADERAS DEL RISARALDA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,663","COMERCIO","$0.08","$0.01","$0.03","$0.01","$0.02","2,021"
"816,004,182","PENTAGRAMA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","3,290","MANUFACTURA","$0.07","$0.01","$0.05","$0.03","$0.02","2,021"
"901,324,644","FRUTY GREEN PACKING S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","GUATICA","4,631","COMERCIO","$0.07","$0.00","$0.03","$0.03","$0.01","2,021"
"860,008,386","INDUSTRIA MOLINERA DE CALDAS S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,051","MANUFACTURA","$0.07","$0.00","$0.06","$0.03","$0.03","2,021"
"800,025,839","VILLEGAS Y COMPAÑIA SOCIEDAD EN COMANDITA SIMPLE EN REORGANIZACIÓN","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,061","MANUFACTURA","$0.07","-$0.01","$0.19","$0.14","$0.05","2,021"
"800,196,263","ALUMINIOS DE COLOMBIA S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,511","MANUFACTURA","$0.07","$0.00","$0.04","$0.02","$0.02","2,021"
"800,240,061","ACINOX S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,410","MANUFACTURA","$0.07","$0.00","$0.06","$0.04","$0.02","2,021"
"830,505,786","TERESITA EXPORTADORES DE CAFE S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,061","MANUFACTURA","$0.07","-$0.00","$0.01","$0.03","-$0.02","2,021"
"816,006,449","LA INTEGRIDAD S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,711","COMERCIO","$0.06","$0.00","$0.01","$0.00","$0.01","2,021"
"816,004,965","ESTATAL DE SEGURIDAD LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.06","$0.00","$0.03","$0.01","$0.01","2,021"
"800,027,765","PARTES Y COMPLEMENTOS PLASTICOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,229","MANUFACTURA","$0.06","$0.01","$0.06","$0.03","$0.03","2,021"
"891,408,586","LIGA CONTRA EL CANCER SECCIONAL RISARALDA","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,621","SERVICIOS","$0.06","$0.01","$0.10","$0.02","$0.08","2,021"
"891,409,006","GERMAN GAVIRIA S.A.S. DISTRIMOTOS","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,541","COMERCIO","$0.06","$0.00","$0.04","$0.03","$0.01","2,021"
"816,007,113","CRISALLTEX S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,410","MANUFACTURA","$0.06","$0.00","$0.11","$0.05","$0.06","2,021"
"901,079,081","VILLANOVA CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.06","$0.00","$0.02","$0.02","$0.00","2,021"
"816,006,016","COMESTIBLES INTEGRALES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,081","MANUFACTURA","$0.06","$0.00","$0.06","$0.05","$0.01","2,021"
"900,588,276","GB BIOPACOL ANDINA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,709","MANUFACTURA","$0.06","-$0.00","$0.05","$0.05","$0.00","2,021"
"900,418,144","MULTINTEGRAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,741","COMERCIO","$0.06","$0.00","$0.02","$0.02","$0.00","2,021"
"891,401,345","INDUSTRIA COLOMBIANA DE CONFECCIONES S.A. EN REORGANIZACION","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,410","MANUFACTURA","$0.05","$0.00","$0.08","$0.08","-$0.01","2,021"
"891,411,213","INTEGRANDO S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,930","MANUFACTURA","$0.05","$0.00","$0.05","$0.03","$0.01","2,021"
"900,079,790","EJE CONSTRUCCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","6,810","SERVICIOS","$0.05","$0.03","$0.28","$0.04","$0.24","2,021"
"900,320,751","LA ECONOMIA COMERCIAL S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","4,711","COMERCIO","$0.05","$0.00","$0.01","$0.00","$0.01","2,021"
"900,375,309","C2 SOLUCIONES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,669","COMERCIO","$0.05","$0.00","$0.03","$0.03","$0.01","2,021"
"900,260,749","TELEMARK SPAIN S.L. SUCURSAL COLOMBIA ZONA FRANCA PERMANENTE ESPECIAL","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","8,220","SERVICIOS","$0.05","$0.01","$0.03","$0.02","$0.01","2,021"
"816,005,003","EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,621","SERVICIOS","$0.05","$0.00","$0.06","$0.01","$0.04","2,021"
"860,002,445","EXCO COLOMBIANA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","2,599","MANUFACTURA","$0.05","$0.01","$0.07","$0.04","$0.03","2,021"
"900,392,867","ALEXCAFE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,620","COMERCIO","$0.05","$0.00","$0.02","$0.01","$0.01","2,021"
"900,131,529","INDUSTRIAS TOMY S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,081","MANUFACTURA","$0.05","$0.00","$0.02","$0.02","$0.01","2,021"
"830,085,294","ACEROS INOXIDABLES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","2,410","MANUFACTURA","$0.05","$0.00","$0.04","$0.02","$0.02","2,021"
"891,408,256","SEGURIDAD NACIONAL LIMITADA.","SUPERVIGILANCIA","EJE CAFETERO","RISARALDA","PEREIRA","8,010","SERVICIOS","$0.05","$0.00","$0.01","$0.00","$0.01","2,021"
"891,409,390","RADIOLOGOS ASOCIADOS S.A.S.","SUPERSALUD","EJE CAFETERO","RISARALDA","PEREIRA","8,691","SERVICIOS","$0.05","$0.01","$0.07","$0.02","$0.05","2,021"
"891,411,663","ESE HOSPITAL SANTA MÓNICA","SUPERSALUD","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","8,610","SERVICIOS","$0.04","$0.00","$0.05","$0.01","$0.04","2,021"
"900,580,322","CONSTRUCTORA PALO DE AGUA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.04","$0.01","$0.06","$0.03","$0.02","2,021"
"900,324,986","NUCLEO CONSTRUCTORA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,111","CONSTRUCCIÓN","$0.04","$0.00","$0.06","$0.04","$0.01","2,021"
"900,153,867","IMPORTADORA OKLA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","4,541","COMERCIO","$0.04","$0.00","$0.03","$0.02","$0.01","2,021"
"900,443,873","INDUCOLOMBIA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,631","COMERCIO","$0.04","$0.00","$0.01","$0.01","$0.01","2,021"
"900,188,750","AGREGADOS DEL OCCIDENTE DE RISARALDA S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTUARIO","4,663","COMERCIO","$0.04","$0.00","$0.03","$0.02","$0.01","2,021"
"891,400,379","TEXTILES OMNES S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,312","MANUFACTURA","$0.04","$0.00","$0.04","$0.02","$0.01","2,021"
"900,717,142","URBANIZAR SUR S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,290","CONSTRUCCIÓN","$0.04","$0.00","$0.02","$0.01","$0.01","2,021"
"900,956,129","ENTRECARNES S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","1,011","MANUFACTURA","$0.04","$0.00","$0.01","$0.01","$0.00","2,021"
"900,077,504","AGROCERDOS S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","144","AGROPECUARIO","$0.04","$0.00","$0.03","$0.02","$0.01","2,021"
"891,408,135","NICOLE S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","1,313","MANUFACTURA","$0.04","$0.00","$0.03","$0.01","$0.03","2,021"
"900,110,597","PASABOCAS PATTY S.A.S.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","SANTA ROSA DE CABAL","1,089","MANUFACTURA","$0.04","$0.00","$0.02","$0.01","$0.01","2,021"
"891,400,005","ALCIDES AREVALO S.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,530","COMERCIO","$0.04","$0.00","$0.10","$0.03","$0.07","2,021"
"800,051,817","AUTOMOTORA DE OCCIDENTE S EN C S","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","PEREIRA","4,511","COMERCIO","$0.04","$0.00","$0.01","$0.00","$0.00","2,021"
"800,149,296","ALFREDO EMILIO HOYOS MAZUERA Y COMPAÑIA S.EN.C.A.","SUPERSOCIEDADES","EJE CAFETERO","RISARALDA","DOSQUEBRADAS","6,810","SERVICIOS","$0.04","$0.03","$0.11","$0.01","$0.10","2,021"
